,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num,bgm
358,真正适合懒人的一款抹布，家里有厨房的一定要买它#生活小妙招 #我要上热门 #dou出你的健康范,784,10,42,巧手好物,123.5w,591.9w,男 34.62%,https://www.iesdouyin.com/share/video/6848912386670251268/?region=CN&mid=6848912424926513933&u_code=0&titleType=title,65.38% 女,懒人抹布一次性厨房干湿两用家务清洁厨房用品纸可水洗家用洗碗布,¥7.90,5.50%,4.6万,"2,067",8.81%,47,47,The Sweetest Sounds - Zoot Sims、rune gustafsson
359,真正适合懒人的抹布，家里有厨房的一定要买它#生活小妙招 #我要上热门 #dou出你的健康范 @DOU+小助手,534,5,19,妙招好物,46.9w,215.5w,男 6.67%,https://www.iesdouyin.com/share/video/6848914635232447759/?region=CN&mid=6848914655504435976&u_code=0&titleType=title,93.33% 女,懒人抹布一次性厨房干湿两用家务清洁厨房用品纸可水洗家用洗碗布,¥7.90,5.50%,4.6万,"2,067",8.81%,47,47,HAVANA+Señorita - Yusee
360,普通抹布容易滋生细菌，一次性抹布一个月才3.9米，为了家人健康，选择一次性抹布#一次性抹布#好物推荐,28,0,1,芳姨,5.2w,29.9w,男 100.00%,https://www.iesdouyin.com/share/video/6848363388830059776/?region=CN&mid=6848363337147845383&u_code=0&titleType=title,0.00% 女,懒人抹布一次性厨房干湿两用家务清洁厨房用品纸可水洗家用洗碗布,¥7.90,5.50%,4.6万,"2,067",8.81%,47,47,春の阳ざし - つじあやの
361,人生何其短，不如开开心心过一生#新人 @趣星传媒@DOU+小助手,"1,404",0,16,丹姐🌹,"8,551",11.4w,男 93.75%,https://www.iesdouyin.com/share/video/6849656320262507784/?region=CN&mid=6824821690737199880&u_code=0&titleType=title,6.25% 女,靓涤垃圾袋家用手提式加厚实惠装一次性黑色背心拉圾桶塑料袋大号,¥3.80,31.00%,42万,6万,5.12%,739,739,爱情主演 (DJ何鹏版) - 欧阳尚尚、何鹏
362,看到后面又多了一个小神兽吗 放假了想让她和我一起拍点作品，这个东西怎么都不愿意，偷偷的合拍一个伪娘也是醉了，,374,0,132,开心三丫(,"5,725",3.4w,男 26.14%,https://www.iesdouyin.com/share/video/6850969304855284995/?region=CN&mid=6789832105473592068&u_code=0&titleType=title,73.86% 女,靓涤垃圾袋家用手提式加厚实惠装一次性黑色背心拉圾桶塑料袋大号,¥3.80,31.00%,42万,6万,5.12%,739,739,我们一起学土拨鼠叫 (Remix) - 洋洋
363,又是一个失眠夜……每夜都分不清到底是我在熬夜，还是夜在熬我,236,1,44,双胞胎麻麻记录生活,5.5w,120.9w,男 23.53%,https://www.iesdouyin.com/share/video/6849024935176703236/?region=CN&mid=6846703448252041998&u_code=0&titleType=title,76.47% 女,靓涤垃圾袋家用手提式加厚实惠装一次性黑色背心拉圾桶塑料袋大号,¥3.80,31.00%,42万,6万,5.12%,739,739,小行囊 (片段) - 马健涛
364,好累却不知道那累 想说却又说不出来 如果可以真的很想跟生活请你假,218,1,12,双胞胎麻麻记录生活,5.5w,120.9w,男 0.00%,https://www.iesdouyin.com/share/video/6848667591582452995/?region=CN&mid=6795148186349471757&u_code=0&titleType=title,100.00% 女,靓涤垃圾袋家用手提式加厚实惠装一次性黑色背心拉圾桶塑料袋大号,¥3.80,31.00%,42万,6万,5.12%,739,739,我这一生 (片段) - 小曼
365,儿童电动牙刷7.9还送俩替换刷头，最后一天！,33,0,3,沐小言💋,20.4w,148.1w,男 0.00%,https://www.iesdouyin.com/share/video/6851564133201104143/?region=CN&mid=6851564350496246535&u_code=0&titleType=title,100.00% 女,希尔顿电动牙刷央视授权大头儿子小头爸爸动画儿童声波自动牙刷,¥7.90,45.01%,7.3万,"8,132",11.26%,28,28,同样 - 阿具
366,和女神约会的第一次，我妈竟然…#青岛大姨#我要上热门,69.7w,"1,111","2,538",青岛大姨张大霞,"1,723.5w",1.31亿,男 46.28%,https://www.iesdouyin.com/share/video/6850270148658498830/?region=CN&mid=6850270242426325773&u_code=0&titleType=title,53.72% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,东西 (女生版) - 西二
367,没想到我居然是这样的小机灵鬼，果然什么都难不倒我！#臻浓饱饱浴嘴里开party,196.8w,"9,184",1.7w,田小野,"2,120.5w",1.66亿,男 28.58%,https://www.iesdouyin.com/share/video/6850684391170034948/?region=CN&mid=6850684625400957709&u_code=0&titleType=title,71.42% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,当她哭的那一刻就是我的错 (DJ版) - 精彩轩迪、P.W.W.画风风、精彩辰浩
368,中国驰名双标之闺蜜是老板。 #臻浓饱饱浴嘴里开party,49.1w,"1,166","7,597",莫邪,"2,379.6w",1.9亿,男 21.16%,https://www.iesdouyin.com/share/video/6850284503605300488/?region=CN&mid=6850284637722659592&u_code=0&titleType=title,78.84% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,Funky (Original Mix) - DNF
369,姥爷道反天罡式的晚年生活 充满了惊喜和快乐 感谢姥家人哦~#臻浓饱饱浴嘴里开party,47.9w,"1,368",1.1w,耀杨他姥爷,"1,199.6w",1.68亿,男 35.08%,https://www.iesdouyin.com/share/video/6850760084155305229/?region=CN&mid=6850760099615492871&u_code=0&titleType=title,64.92% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,潮流冠军 (MV版) - SNH48
370,美好的一天从叫爸爸开始... #情侣 #臻浓饱饱浴嘴里开party,27.3w,470,"3,891",晓晓不吃香菜,242.5w,"2,667w",男 88.48%,https://www.iesdouyin.com/share/video/6851566209838763277/?region=CN&mid=6851566331196640014&u_code=0&titleType=title,11.52% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,佛系少女 - 冯提莫
371,#遇见她 这以后该怎么和小舅子相处啊…#臻浓饱饱浴嘴里开party,25.7w,"1,339",1w,遇见她,578.5w,"3,774.5w",男 86.70%,https://www.iesdouyin.com/share/video/6850764452896214272/?region=CN&mid=6850764506612747015&u_code=0&titleType=title,13.30% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,百家春 - 饶宁新
372,出什么差，应该带他去爬山#分手 #臻浓饱饱浴嘴里开party,42.1w,883,1.5w,曼曼今天迟到了吗,467.4w,"9,317.6w",男 7.13%,https://www.iesdouyin.com/share/video/6851454325403716878/?region=CN&mid=6851454367296768776&u_code=1jk5mcmff65c&titleType=title,92.87% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,给我一首歌的时间 - 周杰伦
373,我差点就这样错过男神了！还好最后我们都... #臻浓饱饱浴嘴里开party,34.8w,692,"5,723",魔女月野,"1,352.6w",1.36亿,男 8.92%,https://www.iesdouyin.com/share/video/6850262697011891463/?region=CN&mid=6850262824200440590&u_code=0&titleType=title,91.08% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,第131集 咖喱咖喱 一首快乐的小童谣 - 未知
374,你的操作很下饭，我吃的很饱#臻浓饱饱浴嘴里开party,31.6w,691,"4,693",在下铁头阿彪,"1,175.2w","9,309.4w",男 73.35%,https://www.iesdouyin.com/share/video/6850697451045735687/?region=CN&mid=6850697567831935757&u_code=0&titleType=title,26.65% 女,王饱饱X伊利臻浓饱饱浴联名礼盒草莓优脆乳麦片,¥54.90,10.01%,1.5万,1.1万,0.50%,25,25,알러뷰 (I Love You) - EXID
375,别总以为外国月亮比较圆。这款横扫国内外啤酒赛事的青岛白啤，妥妥的国货之光#微醺,6.6w,"1,298","2,462",老宋的微醺23点,650.1w,"3,366.8w",男 91.59%,https://www.iesdouyin.com/share/video/6850787693815713037/?region=CN&mid=6850787815421807367&u_code=0&titleType=title,8.41% 女,青岛啤酒日期新鲜白啤11度500ml*12听罐啤新品上市,¥69.00,10.00%,"9,940","8,222",5.60%,1,1,高考必背古诗词 - 杨可爱
376,用来煲汤煮水都是把好草 #独脚金 #凉茶,"1,133",141,159,地泽天然煲汤料,34.6w,96w,男 12.24%,https://www.iesdouyin.com/share/video/6850709282896350472/?region=CN&mid=6850709292561566472&u_code=0&titleType=title,87.76% 女,独脚金干货10克 魔女妖妖,¥21.80,0.00%,"4,225","2,486",6.39%,6,6,Reality - Lost Frequencies、Janieck Devy
377,熊先生的第73个游戏，你们用多久能拼出来，他怎么这么自信！！#益智玩具 #亲子 #717抖音奇妙好物市集,6.4w,902,"1,127",🐻熊先生的口袋。,21.7w,212.3w,男 37.68%,https://www.iesdouyin.com/share/video/6850432780900273422/?region=CN&mid=6850432800144083720&u_code=0&titleType=title,62.32% 女,创新图新AB七巧板方块几何拼图创意形状智力拼块儿童益智早教玩具,¥36.00,0.00%,1.2万,1万,4.90%,1,1,New Face - 69
378,自从用了这款#事后清晨 沐浴露，每次洗完澡男票都往我身边凑，他说很享受这样的味道！,1.5w,151,54,诗琪🍀,"2,667",7w,男 2.13%,https://www.iesdouyin.com/share/video/6849252517050600708/?region=CN&mid=6849252564244990733&u_code=0&titleType=title,97.87% 女,NANM事后清晨 流沙香氛沐浴露 持久留香72小时香体400ml/瓶 男女,¥39.90,0.00%,1万,"9,191",11.86%,7,7,呼吸决定 (女声版片段) - 网络歌手
379,自从用了这个#事后清晨 沐浴露！每次洗完澡对象就往我身边凑，她说很享受这样的味道！,569,76,19,张笑笑,970,834,男 0.00%,https://www.iesdouyin.com/share/video/6849319354056641799/?region=CN&mid=6849319365502929677&u_code=0&titleType=title,100.00% 女,NANM事后清晨 流沙香氛沐浴露 持久留香72小时香体400ml/瓶 男女,¥39.90,0.00%,1万,"9,191",11.86%,7,7,呼吸决定 (女声版片段) - 网络歌手
380,自从用了这款#事后清晨 沐浴露，每次洗完澡男朋友就往我身边凑，他说很享受这样的味道！,403,99,40,叮铛猫🐱,0,0,男 0.00%,,100.00% 女,NANM事后清晨 流沙香氛沐浴露 持久留香72小时香体400ml/瓶 男女,¥39.90,0.00%,1万,"9,191",11.86%,7,7,呼吸决定 (女声版片段) - 网络歌手
381,谁说穿裤装土里土气的，那是你没穿过我家的，神奇显高套装 #穿搭 #显高显瘦 @DOU+小助手,8,0,2,ADS时尚穿搭,1.8w,3.9w,男 0.00%,https://www.iesdouyin.com/share/video/6850603892372213005/?region=CN&mid=6850603873477151502&u_code=1bifgaj83lll&titleType=title,100.00% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,旧梦一场 (DJ余小磊版) - 未知
382,夏天不想露腿的女生，这样穿遮肉又显高 #穿搭 #717抖音奇妙好物市集 #小个子穿搭 @DOU+小助手,77,0,2,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6850252632385146125/?region=CN&mid=6850252622625098509&u_code=2cdejag7im9i&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,活该 - 谌宥
383,微胖女生这样穿显瘦又显高 #穿搭 #717抖音奇妙好物市集 #夏天还能这么玩,4,0,0,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6850265793393904903/?region=CN&mid=6850265789812001544&u_code=42fjfi9l07ff&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,活该 - 谌宥
384,身材不好的女生，不吃饭也要买的长裤套装 #穿搭 #女神穿搭 #717抖音奇妙好物市集,3,1,0,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6851042387129552136/?region=CN&mid=6851042389436451597&u_code=3ghh36hm4f3i&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,我们背对背拥抱 - 未知
385,这套简直是，屁股大腿粗女生的福音 #穿搭 #减龄穿搭 #微胖女生穿搭 @DOU+小助手,2,0,0,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6851585301744258318/?region=CN&mid=6842943189440006152&u_code=16gambbb8mka&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,英文慢摇电音节奏舞曲 DJ大瑞 (DJ版) - DJ
386,腿粗屁股大的女生这样穿，还找不到男朋友，我去你家洗厕所 #微胖穿搭 #穿搭 #云台山电音节 @DOU+小助手,19,0,0,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6851733549062573325/?region=CN&mid=6808028118134032392&u_code=2f35ge0985ce&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,你是人间四月天 - 杨小恩
387,女生日常也不需要穿的太正式了试试这几款休闲装吧#显瘦穿搭 #穿搭 @DOU+小助手,5,1,3,ADS时尚穿搭,1.8w,3.9w,男 %,https://www.iesdouyin.com/share/video/6851849419608952078/?region=CN&mid=6843240343943187208&u_code=36d7f489ldbl&titleType=title,% 女,（拍下3-7天内发货）纽扣薄针织衫休闲束脚裤套装,¥49.00,0.00%,"9,186","1,569",2.63%,15,15,活该 - 谌宥
388,Hey Girl，有没有被飒到？#乘风破浪的姐姐,7.4w,274,"1,972",李斯丹妮,34.8w,152.1w,男 23.68%,https://www.iesdouyin.com/share/video/6842586721180257543/?region=CN&mid=6842586763312073479&u_code=0&titleType=title,76.32% 女,花西子空气蜜粉/散粉定妆粉饼女持久控油防水防汗遮瑕不脱妆自然,¥149.00,6.01%,43.8万,3.8万,1.45%,65,65,Summertime (夏日时光) - cinnamons、evening cinema
389,好像还行哈哈哈@ᴡᴀɴɢᴊɪᴀʟᴜ. #vlog日常 #茶艺妆,4.8w,88,"1,258",Yik -,27.6w,572.8w,男 6.25%,https://www.iesdouyin.com/share/video/6849245656209542411/?region=CN&mid=6849245736748813063&u_code=0&titleType=title,93.75% 女,花西子空气蜜粉/散粉定妆粉饼女持久控油防水防汗遮瑕不脱妆自然,¥149.00,6.01%,43.8万,3.8万,1.45%,65,65,Blue - 未知
390,#黄轩 哥哥官宣那天，我哭了一整晚；于是深圳分轩小哥拍了拍我#改造#黄轩官宣恋情,6.9w,860,"2,825",星改造,165.1w,"1,484.5w",男 28.13%,https://www.iesdouyin.com/share/video/6845157875308907790/?region=CN&mid=6845157986462534408&u_code=0&titleType=title,71.88% 女,花西子空气蜜粉/散粉定妆粉饼女持久控油防水防汗遮瑕不脱妆自然,¥149.00,6.01%,43.8万,3.8万,1.45%,65,65,亲亲 (Live) - 傅如乔、勾雪莹、墨谣、上官喜爱、王欣宇、夏研、张钰
391,减肥减肥！大家一起动起来！让我们一起年轻健康有活力！！！@抖音小助手，@dou+小助手 #跳绳打卡 #减肥,52,3,29,为了遇见更好的自己,"1,685",1.1w,男 0.00%,https://www.iesdouyin.com/share/video/6851019315756518669/?region=CN&mid=6674183620392913677&u_code=0&titleType=title,100.00% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,减肥歌 - 刘奕辰
392,很多人担心跳绳腿粗，只要做好运动后的拉伸就不用担心腿会变粗！加油，我们一起努力！你不是一个人！！#减肥 #健身,41,3,5,为了遇见更好的自己,"1,685",1.1w,男 0.00%,https://www.iesdouyin.com/share/video/6851475201499090190/?region=CN&mid=6719855664522332942&u_code=0&titleType=title,100.00% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,陈塘关哪吒 (DJ版) - 98k
393,#跳绳 这里总结一些自己跳绳的经验送给大家，跳绳瘦全身，一定要坚持下去哈，记得收藏！,28,0,3,娜娜女神养成记,618,"2,559",男 0.00%,https://www.iesdouyin.com/share/video/6851328544396594445/?region=CN&mid=6838210801741220616&u_code=0&titleType=title,100.00% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,mojito - 未知
394,减肥最难的就是减脂！跳绳是最佳燃脂运动！让我们一起和脂肪说拜拜！跳起来！做个健康有活力的美妞！,19,1,0,为了遇见更好的自己,"1,685",1.1w,男 %,https://www.iesdouyin.com/share/video/6850955159221193991/?region=CN&mid=6704994620880717826&u_code=0&titleType=title,% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,Superstar - Beatrich
395,催孩子起床要快，催孩子写作业要快，催孩子吃饭要快！什么都是立刻马上！你自己做到了吗？？？,22,0,2,为了遇见更好的自己,"1,685",1.1w,男 %,https://www.iesdouyin.com/share/video/6850674460656143629/?region=CN&mid=6836991226521094146&u_code=0&titleType=title,% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,Mojito - 周杰伦
396,#跳绳 负重跳绳打卡19天了，同事都问我怎么变苗条？我说负重跳绳，她们不信，我就继续打卡完90天看看了！,9,0,10,娜娜女神养成记,618,"2,559",男 0.00%,https://www.iesdouyin.com/share/video/6850753628974664974/?region=CN&mid=6838210801741220616&u_code=0&titleType=title,100.00% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,mojito - 未知
397,#跳绳 负重跳绳打卡20天，同事都说我前后变化很大，好像是变了不少！身材紧致了很多！继续努力完成90天打卡！,18,1,15,娜娜女神养成记,618,"2,559",男 0.00%,https://www.iesdouyin.com/share/video/6851001658336464142/?region=CN&mid=6838210801741220616&u_code=0&titleType=title,100.00% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,mojito - 未知
398,时间总不说话，却回答了所有问题！#健身 #燃脂 #运动 #有氧@抖音小助理,14,0,0,为了遇见更好的自己,"1,685",1.1w,男 %,https://www.iesdouyin.com/share/video/6851949234627923214/?region=CN&mid=6618734063077460739&u_code=271fag7dg4df&titleType=title,% 女,质德 跳绳可拆卸钢丝跳绳负重可拆卸款,¥19.90,50.00%,1.5万,"2,378",10.05%,20,20,恋人未满 (片段) - 颜人中
399,很多人都在骂我，说我那么老了还学人家直播学人家跳舞，像个傻子，我只遵从我的内心，反正日子不多了，开心一天是一天,"7,358",8,270,老男孩（李子）,93.5w,"1,279.9w",男 24.18%,https://www.iesdouyin.com/share/video/6851491625664007438/?region=CN&mid=6851491691044604680&u_code=0&titleType=title,75.82% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,时间的过客 (烟嗓版片段) - 网络歌手
400,我们家地瓜干，甜甜糯糯的，我们认认真真做好每一块地瓜干#自制红薯干 @抖音小助手,158,0,11,极鲜果园二期,"4,028",2.8w,男 16.67%,https://www.iesdouyin.com/share/video/6850699869162605832/?region=CN&mid=6850699866489031432&u_code=0&titleType=title,83.33% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,左手指月 (古琴版) - 古琴唐彬、白无瑕
401,这个地瓜干真的好吃，手工制作，三蒸三晒，软糯香甜#特色美食 #地瓜干,113,1,6,平云土特产中心,1.6w,25.4w,男 %,https://www.iesdouyin.com/share/video/6848559246804552964/?region=CN&mid=6821816690062395399&u_code=0&titleType=title,% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,你莫走 - 田锋、黑如霞
402,八旬奶奶直播卖红薯粉丝暴涨，牙都掉光了还在努力试吃#助农,94,0,0,银河甜心,4.2w,44.5w,男 %,https://www.iesdouyin.com/share/video/6845508004050210063/?region=CN&mid=6845508006566693646&u_code=0&titleType=title,% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,Trouble I'm In - Twinbed
403,古法制作的红薯干超级好吃，软糯香甜口感让人吃了忍不住还想吃#全民dou爱吃 #地瓜干 @抖音小助手,145,0,3,领鲜果园3⃣️,"4,484",1.2w,男 33.33%,https://www.iesdouyin.com/share/video/6851472100708896012/?region=CN&mid=6851472138327640840&u_code=j26jbla5m1k&titleType=title,66.67% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,为霜 - 羽肿
404,她如果再不来，我就把这么好吃的手工地瓜干给你们吃了#地瓜干 #搞点新品778 @DOU+小助手,61,1,2,平云土特产中心,1.6w,25.4w,男 0.00%,https://www.iesdouyin.com/share/video/6848556292974365955/?region=CN&mid=6835549787589184263&u_code=0&titleType=title,100.00% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,稻香 - 周杰伦
405,奶奶家又做红薯干了，太好吃了,118,0,2,奶奶零食,"1,816",2w,男 %,https://www.iesdouyin.com/share/video/6851103510382087437/?region=CN&mid=6851103499942464269&u_code=0&titleType=title,% 女,SH倒蒸红薯干/地瓜干 软糯香甜 400g/2斤包邮,¥19.90,25.00%,2.6万,2.5万,7.90%,197,197,铁血丹心 (二胡&中胡版) - 永安二胡
406,要和快乐的人在一起，无论友情还是爱情#717奇妙好物在这里 @DOU+小助手,"1,989",158,10,居北好物,5w,32.6w,男 0.00%,https://www.iesdouyin.com/share/video/6849992498526326024/?region=CN&mid=6849992507187907335&u_code=0&titleType=title,100.00% 女,ins星空包包链条雕花哑光口红不掉色套装盒网红口红包七夕送女友,¥60.00,39.00%,"1,567","1,652",0.73%,20,20,Wonderful U (片段) - Zkaaai
407,男朋友送了我一个礼物，以为是包包，没想到居然是口红！爱了爱了#情侣 #礼物 @抖音小助手,119,1,7,刁蛮小月兔🐰,"5,390",10.2w,男 %,https://www.iesdouyin.com/share/video/6849629623114861827/?region=CN&mid=6827605412208970503&u_code=0&titleType=title,% 女,ins星空包包链条雕花哑光口红不掉色套装盒网红口红包七夕送女友,¥60.00,39.00%,"1,567","1,652",0.73%,20,20,Wonderful U (片段) - Zkaaai
408,世上最暖的事，就是你随便说说就有人做了#717奇妙好物在这里 #甜甜的恋爱 #礼物,32,1,1,城中好物,"2,365","7,755",,,,ins星空包包链条雕花哑光口红不掉色套装盒网红口红包七夕送女友,¥60.00,39.00%,"1,567","1,652",0.73%,20,20,Wonderful U (片段) - Zkaaai
409,有机活性胚芽米一粒米等于普通大米的120倍营养，适合宝宝煮粥，今天才9.9一罐,111,3,14,小海阳妈媚子,23.4w,201.7w,男 0.00%,https://www.iesdouyin.com/share/video/6851548501646609664/?region=CN&mid=6799889464665049864&u_code=0&titleType=title,100.00% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,医生 - 许嵩
410,儿子24斤5个月➕辅食，网上查了白粥最没营养的，有机胚芽米营养高又没糖分！话说买的39，今天9.9一盒#直播,131,0,10,小海阳妈媚子,23.4w,201.7w,男 0.00%,https://www.iesdouyin.com/share/video/6851944945893395712/?region=CN&mid=6851130136780180231&u_code=0&titleType=title,100.00% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,마리아 (María) - 华莎
411,儿子24斤，五个月+辅食，网上查白粥是最没营养的，有机胚芽米营养又没糖分，话说我买的49，今天9.9一盒,157,0,21,小海阳妈媚子,23.4w,201.7w,男 0.00%,https://www.iesdouyin.com/share/video/6851930409974942991/?region=CN&mid=6851130136780180231&u_code=0&titleType=title,100.00% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,마리아 (María) - 华莎
412,别怪我没给你们福利！快！9.9来秒一盒300克装的有机胚芽米！4个月添加辅食2周后就可以吃！#直播,54,0,8,沐沐妈（Katy）,20.8w,310.9w,男 33.33%,https://www.iesdouyin.com/share/video/6851858200665312526/?region=CN&mid=6851858215748045576&u_code=0&titleType=title,66.67% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,마리아 (María) - 华莎
413,儿子25斤4个月➕辅食，网上查了白粥是最没营养的，有机胚芽米营养高又没糖分！话说买的39，今天9.9一盒,900,11,319,沐沐妈（Katy）,20.8w,310.9w,男 2.50%,https://www.iesdouyin.com/share/video/6851836585579678990/?region=CN&mid=6851836600214031111&u_code=0&titleType=title,97.50% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,哎呀呀 - 小爱与花儿乐队
414,儿子24斤5个月➕辅食，网上查了白粥是最没营养的，有机胚芽米营养高又没糖分，我买的39，今天才9.9一罐,30,1,2,小海阳妈媚子,23.4w,201.7w,男 %,,% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,哎呀呀 - 小爱与花儿乐队
415,儿子25斤4个月➕辅食、网上查了白粥最没营养、有机胚芽米营养价值高又没糖分，话说买的39，今天居然9一罐,13,0,3,沐沐妈（Katy）,20.8w,310.9w,男 0.00%,https://www.iesdouyin.com/share/video/6851954722216086791/?region=CN&mid=6851954707544509192&u_code=0&titleType=title,100.00% 女,杜家有机胚芽米小包装幼儿婴儿童活性谷物米营养宝宝煮粥五常大米,¥12.90,50.00%,"6,453","1,566",18.73%,9,9,爱的魔法 - 阮豆
416,古装剧第一神药#麦丽素大型生产现场！童年的回忆来看看吧，古装剧里都叫什么名字,"3,073",12,129,食品密探,20.2w,138w,男 33.33%,https://www.iesdouyin.com/share/video/6844832648553041159/?region=CN&mid=6844832754061691656&u_code=0&titleType=title,66.67% 女,卜珂麦丽素桶装怀旧黑巧克力夹心麦芽脆心球零食朱古力糖果送儿童,¥38.00,30.06%,12万,5.3万,1.85%,"1,692","1,692","Get High, Live Life - Platinum Doug"
417,没想到，我又翻车了！#麦丽素 #717奇妙好物在这里 @DOU+小助手,"1,465",0,51,一锤定音,6.7w,24.8w,男 85.19%,https://www.iesdouyin.com/share/video/6849922940499168524/?region=CN&mid=6849922982568430344&u_code=0&titleType=title,14.81% 女,卜珂麦丽素桶装怀旧黑巧克力夹心麦芽脆心球零食朱古力糖果送儿童,¥38.00,30.06%,12万,5.3万,1.85%,"1,692","1,692",名探偵コナン メイン・テーマ (名侦探柯南 主题曲) - 大野克夫
