,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num,bgm
63,#花卉绿植 绿萝和白掌。哪个你更喜欢？如果都喜欢。。赶快来咱们直播间围观吧。@DOU+小助手 @抖音小助手,16,0,5,曼中田,3.5w,3.8w,男 0.00%,https://www.iesdouyin.com/share/video/6844015151931329806/?region=CN&mid=6844015159044770574&u_code=0&titleType=title,100.00% 女,大小绿萝室内四季长垂藤吸甲醛净化空气吊兰水养花卉植物盆栽绿箩,¥9.90,0.00%,1.8万,1.6万,10.32%,16,16,旧梦一场 (DJ新南版) - 阿悠悠
64,高山金煌芒果想吃的朋友来我直播间！我给你们秒#护航高考2020 #摘水果 #果农 #攀枝花,26,1,3,果小萌,"1,881","5,677",男 0.00%,https://www.iesdouyin.com/share/video/6846644336839445772/?region=CN&mid=6846644380640578317&u_code=0&titleType=title,100.00% 女,,¥19.90,15.00%,"8,273","8,048",5.52%,6,6,广寒宫 - 红格格
65,你一个人在哪干嘛呢！,41,1,11,四川水果姐,"3,464","2,224",男 75.00%,https://www.iesdouyin.com/share/video/6844447882507029760/?region=CN&mid=6829928218913557262&u_code=0&titleType=title,25.00% 女,,¥19.90,15.00%,"8,273","8,048",5.52%,6,6,我们一起学土拨鼠叫 (Remix) - 余小磊
66,新品妈妈套装面料柔软舒适，非常透气烫金设计风格穿着优雅#妈妈 #套装 @DOU+小助手,19,2,2,玉颖服饰接待3号,1w,1.3w,男 0.00%,https://www.iesdouyin.com/share/video/6851490345411284239/?region=CN&mid=6836541462000175111&u_code=45a636518e0&titleType=title,100.00% 女,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,¥29.90,0.00%,"6,749","6,328",4.56%,40,40,你莫走 (DJ版) - 山水组合
67,新品时尚妈妈套装来了哦，面料柔软舒适非常透气#好物推荐 #感谢抖音 #上热门,21,2,0,玉颖服饰接待3号,1w,1.3w,男 %,https://www.iesdouyin.com/share/video/6849083535207238912/?region=CN&mid=6836541462000175111&u_code=0&titleType=title,% 女,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,¥29.90,0.00%,"6,749","6,328",4.56%,40,40,你莫走 (DJ版) - 山水组合
68,宅在家里的你不要错过这款妈妈套装，面料柔软舒适非常透气#爱妈妈 #套装#抖音小助手,7,0,0,玉颖服饰2号,"1,217","1,028",男 %,https://www.iesdouyin.com/share/video/6850924015083670796/?region=CN&mid=6847745709240748039&u_code=0&titleType=title,% 女,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,¥29.90,0.00%,"6,749","6,328",4.56%,40,40,爱 存在 (DJ版) - 未知
69,妈妈套装来了哦，#好物推荐 #感谢抖音 #上热门,5,0,0,玉颖服饰接待3号,1w,1.3w,男 %,https://www.iesdouyin.com/share/video/6849072749260885248/?region=CN&mid=6836541462000175111&u_code=0&titleType=title,% 女,夏季中老年妈妈冰丝两件套大码女装中老年短袖T恤上衣+七分裤子薄,¥29.90,0.00%,"6,749","6,328",4.56%,40,40,你莫走 (DJ版) - 山水组合
70,#提升幸福感好物 集美们，高颜值又好看的午睡毯来咯~速度安排上啦 #毛毯,"1,752",14,43,小阳哥,31.9w,362.9w,男 10.00%,https://www.iesdouyin.com/share/video/6851083094116601102/?region=CN&mid=6851083212190468871&u_code=1fj92b76f8k&titleType=title,90.00% 女,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,¥29.90,30.00%,5.3万,1.1万,8.79%,27,27,鬼火の童・鬼切、虎徹にございます! - 増田俊郎
71,这是我老婆花一碗面前淘的空调毯，满意的很，不仅可以盖还可以铺沙发，拿车上用也是可以#毛毯 @羊爱妮妮,231,3,11,妮妮爱羊,15.4w,97.2w,男 25.00%,https://www.iesdouyin.com/share/video/6851113404116094223/?region=CN&mid=6844811455833967373&u_code=1b8l1gkm3ahg&titleType=title,75.00% 女,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,¥29.90,30.00%,5.3万,1.1万,8.79%,27,27,遥远的你 - 花僮
72,#正在直播 据说现在借钱的都是大爷～ #夏天还能这么玩,852,2,19,小阳哥,31.9w,362.9w,男 16.67%,https://www.iesdouyin.com/share/video/6851018385115925760/?region=CN&mid=6851018383383972621&u_code=287m94578a6i&titleType=title,83.33% 女,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,¥29.90,30.00%,5.3万,1.1万,8.79%,27,27,鬼火の童・鬼切、虎徹にございます! - 増田俊郎
73,小毯子，冬天夏天盖都可以，一毯多用，很棒#好物推荐 z,234,5,7,之聪,62.7w,611w,男 0.00%,https://www.iesdouyin.com/share/video/6850780173063687439/?region=CN&mid=6847452430527891464&u_code=0&titleType=title,100.00% 女,毛毯被子薄款夏天毯子夏季午睡毯空调毯小毛巾被冬季加厚珊瑚绒毯,¥29.90,30.00%,5.3万,1.1万,8.79%,27,27,心跳 - 王力宏
74,超可爱的金龟子手提袋，上下班 宝妈都可以哦#717奇妙好物在这里,1.7w,330,322,妥妥箱包,6.4w,9.9w,男 3.43%,https://www.iesdouyin.com/share/video/6851417760828755208/?region=CN&mid=6845086828639291399&u_code=g2l7f36i1i2&titleType=title,96.57% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,毗卢遮那佛咒 - 般禅梵唱妙音组
75,宝妈亲测 容量妥妥的 你确定不来一个吗#种草 #电商 #时尚女包 #海草计划 @DOU+小助手,1.1w,293,544,妥妥箱包,6.4w,9.9w,男 7.14%,https://www.iesdouyin.com/share/video/6846602819252800776/?region=CN&mid=6814375596605459204&u_code=0&titleType=title,92.86% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,我和你 - 皮卡丘多多
76,可爱米奇手提 夏日必备#种草 #电商 #时尚女包 #海草计划 @DOU+小助手,744,27,34,妥妥箱包,6.4w,9.9w,男 0.00%,https://www.iesdouyin.com/share/video/6846236859954171150/?region=CN&mid=6841049827279636488&u_code=0&titleType=title,100.00% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,没有你的旅程 - 小阿七
77,这么好看的 包包 快点@闺蜜吧#种草 #电商 #时尚女包 #海草计划 @DOU+小助手,535,18,52,妥妥箱包,6.4w,9.9w,男 5.00%,https://www.iesdouyin.com/share/video/6845876658176544013/?region=CN&mid=6841049827279636488&u_code=0&titleType=title,95.00% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,没有你的旅程 - 小阿七
78,多色米奇手提袋#种草 #电商 #海草价格 #时尚女包 @DOU+小助手,198,11,37,妥妥箱包,6.4w,9.9w,男 5.88%,https://www.iesdouyin.com/share/video/6844764636882013453/?region=CN&mid=6837003551991253768&u_code=0&titleType=title,94.12% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,想起了你 (片段) - 王恰恰
79,可爱金龟子来啦#种草 #电商 #海草计划 #时尚女包@DOU+小助手,268,4,40,妥妥箱包,6.4w,9.9w,男 0.00%,https://www.iesdouyin.com/share/video/6843623647823809799/?region=CN&mid=6799779875256699662&u_code=0&titleType=title,100.00% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,想起了你 (片段) - 王恰恰
80,宝宝们可爱粉来啦 数量有限 手速#种草 #时尚女包 #海草计划 #电商 @DOU+小助手,"6,029",101,234,妥妥箱包,6.4w,9.9w,男 8.51%,https://www.iesdouyin.com/share/video/6842502563540028685/?region=CN&mid=6836991226521094146&u_code=0&titleType=title,91.49% 女,手提购物袋新款,¥15.90,0.00%,4.9万,4.7万,4.58%,8,8,Mojito - 周杰伦
81,现在的人都自己贴膜了，街边帮人贴膜的小贩都快失业了#闪魔钢化膜,"3,744",33,89,老邓讲手机,114.9w,908.1w,男 80.43%,https://www.iesdouyin.com/share/video/6849635802083872013/?region=CN&mid=6849635812863265550&u_code=0&titleType=title,19.57% 女,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,¥5.80,40.00%,31.1万,2万,6.90%,413,413,稍息立正站好 - 未知
82,#iphone #钢化膜 一直都在用闪魔，三年多了，你们喜欢吗？,91,4,20,酌月（互）,"1,056","3,087",男 85.71%,,14.29% 女,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,¥5.80,40.00%,31.1万,2万,6.90%,413,413,稍息立正站好 - 未知
83,#新鲜事 高德地图上线组队实时对讲功能 @抖音小助手 最后两句顺序错了,305,4,17,赵小花同学,13.7w,13.1w,男 91.67%,https://www.iesdouyin.com/share/video/6847822111650745614/?region=CN&mid=6847822226566564622&u_code=0&titleType=title,8.33% 女,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,¥5.80,40.00%,31.1万,2万,6.90%,413,413,卡农 - 杨波
84,#iphone 如果我说我5年了一直都在用闪魔，你们会信吗？#717奇妙好物在这里,66,1,10,浙江中义科技,"2,794",11w,男 66.67%,https://www.iesdouyin.com/share/video/6849505970608016644/?region=CN&mid=6838518831309572872&u_code=0&titleType=title,33.33% 女,闪魔 iPhoneX钢化膜11Pro苹果X全屏se2覆盖iPhoneXR蓝光7/8plus手机XR抗摔promax贴膜iphoneXsMax全包8防摔XS,¥5.80,40.00%,31.1万,2万,6.90%,413,413,P.I.M.P (Remix) - AEZR、Neth MG
85,我不知道說的啥，有知道的嗎，評論區告訴我哦，非常非常期待，,110,0,9,雪茹,"2,836",1.2w,男 100.00%,https://www.iesdouyin.com/share/video/6850675464747486479/?region=CN&mid=6591988056364944136&u_code=0&titleType=title,0.00% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,十分钟带你回顾2018年50首网红歌曲 (下) - 未知
86,皮一下，睡覺。,153,1,27,雪茹,"2,836",1.2w,男 42.86%,https://www.iesdouyin.com/share/video/6849920350109715727/?region=CN&mid=6846248301528910605&u_code=0&titleType=title,57.14% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,花好月圆夜 - 门丽、阿郎
87,美白護膚，點小黃車有你們喜歡的。,114,0,26,雪茹,"2,836",1.2w,男 80.00%,https://www.iesdouyin.com/share/video/6850995257581063439/?region=CN&mid=6845901851494845197&u_code=0&titleType=title,20.00% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,都来发 - 任静、付笛声、付毫
88,在攀登人生阶梯的旅途中，我们不怕慢，只怕停。只要不停止，再慢的速度也能达到顶峰。#717抖音奇妙好物市集,80,0,28,折翼青鸟,"3,037",1.2w,男 36.84%,https://www.iesdouyin.com/share/video/6849500174461488399/?region=CN&mid=6849500136922417928&u_code=0&titleType=title,63.16% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,没有喝够 (DJ何鹏版) - 门小强
89,白遮百丑，何況我們還不丑，那就讓自己更漂亮吧，面膜頸膜點小黃車，,75,0,24,雪茹,"2,836",1.2w,男 62.50%,https://www.iesdouyin.com/share/video/6851066102924021007/?region=CN&mid=6728607399449512707&u_code=0&titleType=title,37.50% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,你是我的人 (片段) - 欣宝儿
90,j太無聊，困，還睡不著。難受啊。,77,0,20,雪茹,"2,836",1.2w,男 44.44%,https://www.iesdouyin.com/share/video/6850291492414852352/?region=CN&mid=6719545044530924301&u_code=0&titleType=title,55.56% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,阿尔山 - 梦然
91,即使無人欣賞，也要孤芳自賞。,77,0,27,雪茹,"2,836",1.2w,男 50.00%,https://www.iesdouyin.com/share/video/6851448558856588559/?region=CN&mid=6846665519417068302&u_code=0&titleType=title,50.00% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,娜鲁娃情歌 - 林玉英
92,❤️听说鱼的记忆只有7s @抖音小助手 #百亿剧好看计划 #抖音音乐亿元补贴计划,29,0,19,董思成,"6,296",8.8w,男 6.25%,https://www.iesdouyin.com/share/video/6849288301862604047/?region=CN&mid=6638841441340623629&u_code=0&titleType=title,93.75% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,像鱼 - 王贰浪
93,#最想见的人 晚安！#自信的女人最美,32,0,6,小萝莉,"1,073","2,436",男 0.00%,https://www.iesdouyin.com/share/video/6849724373469760783/?region=CN&mid=6823152141700958989&u_code=0&titleType=title,100.00% 女,手提化妆包简约收纳-xiaoYMS44,¥3.90,1.00%,2.7万,2.7万,11.90%,13,13,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大
94,清新口气，洁白牙齿#作品推广 #抖音热门小助手,1.6w,332,279,朔朔,3.6w,14.5w,男 30.68%,https://www.iesdouyin.com/share/video/6850998502030429444/?region=CN&mid=6850998588676262663&u_code=4g697i1k0h12&titleType=title,69.32% 女,燕窝鱼子酱牙膏,¥24.80,0.00%,1.5万,1.5万,13.57%,23,23,挥着翅膀的女孩 (钢琴版) - 王喆
95,宝宝的出生证是一张纸，有了这个生肖皮套可以好好保护起来，老公夸我买的好！#好物推荐 #抖音小助手,25,0,0,晓芳好物推荐,"9,589",91.3w,男 %,https://www.iesdouyin.com/share/video/6842609763742682376/?region=CN&mid=6842609760479562504&u_code=0&titleType=title,% 女,【网红爆款】儿童出生证明十二生肖保护本,¥29.90,0.00%,1.2万,1.1万,13.92%,8,8,酒干倘卖无 - 孙露
96,你知道宝宝出生证明有多重要吗？所以千万别乱放，推荐这款保护套给你试试#好物推荐 @DOU+小助手,"6,861",453,267,晓芳好物推荐,"9,589",91.3w,男 5.56%,https://www.iesdouyin.com/share/video/6841812535763537165/?region=CN&mid=6841812559763458823&u_code=0&titleType=title,94.44% 女,【网红爆款】儿童出生证明十二生肖保护本,¥29.90,0.00%,1.2万,1.1万,13.92%,8,8,酒干倘卖无 - 孙露
97,将近40岁，应酬的酒越来越少，喝酒更多的是分享。#葡萄酒 #软枣猕猴桃酒,14,0,0,丹东五龙软枣猕猴桃,7.2w,21.1w,男 %,https://www.iesdouyin.com/share/video/6849297606032592132/?region=CN&mid=6847369697042647822&u_code=0&titleType=title,% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,17岁 - 刘德华
98,太阳穴#kpose挑战赛 @抖音小助手,23,0,6,共享健康,1.1w,1.4w,男 100.00%,https://www.iesdouyin.com/share/video/6846471046229527823/?region=CN&mid=6841747362742798343&u_code=0&titleType=title,0.00% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,星座少女 - TC GIRLS女团
99,如果吃不下五毛钱的馒头，就喝不下一瓶名贵的酒；劝君更尽一杯酒，西出阳关无故人#实体家纺人#带货红酒@抖音正能量,103,0,67,啊艳@香港船王家纺,"1,641","9,993",男 42.86%,https://www.iesdouyin.com/share/video/6851174016489753869/?region=CN&mid=6851174033350822670&u_code=0&titleType=title,57.14% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,그랬었구나 (듀엣 버전) - 徐正雅、정의송
100,微信里都是是熟人装作不认识，抖音全是陌生人，却能给你最大的鼓励，我有酒，请带上故事今晚9点直播间见#实体家纺人,85,1,36,啊艳@香港船王家纺,"1,641","9,993",男 62.50%,https://www.iesdouyin.com/share/video/6851113894971313415/?region=CN&mid=6851113903310244622&u_code=0&titleType=title,37.50% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,ཁྱེད་དང་མཇལ། 遇见你 - CRIMSON
101,酒喝七分醉，饭吃八分饱，爱人不超九分情，可谁不是喝酒喝到吐，吃饭吃到饱，爱人爱到…#带货红酒@抖音正能量,107,0,86,啊艳@香港船王家纺,"1,641","9,993",男 67.74%,https://www.iesdouyin.com/share/video/6850822985717206279/?region=CN&mid=6789916349709110030&u_code=0&titleType=title,32.26% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,今夜的你又在和谁约会 - 未知
102,在最不好的时间做最不对的事情，笑也是苦的。像一个傻子一样，被随意安排。,11,0,0,花海,392,146,男 %,https://www.iesdouyin.com/share/video/6850429529723374855/?region=CN&mid=6799467034947094542&u_code=0&titleType=title,% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,嗜睡 - 渡
103,累死了谁心疼没有人会心疼你只有自己心疼自己,50,0,10,小芹🌺🌺,"4,681",3.1w,男 62.50%,https://www.iesdouyin.com/share/video/6848428193515343119/?region=CN&mid=6845911886085540615&u_code=0&titleType=title,37.50% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,「二胡」雨碎江南 - 未知
104,世上哪有这好的，我只想找个真心的好好的不在乎距离有多远？只要心能够在一起就够了。有没有这样想的，有同的给我点赞,42,0,7,小芹🌺🌺,"4,681",3.1w,男 100.00%,https://www.iesdouyin.com/share/video/6848301524108463375/?region=CN&mid=6848301428738362125&u_code=0&titleType=title,0.00% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,哑巴新娘 (慢四版) - 李羿慧
105,你感觉我是真的傻了，不珍惜我。请你现在不要说，你还爱着我,61,0,5,小芹🌺🌺,"4,681",3.1w,男 75.00%,https://www.iesdouyin.com/share/video/6847357116127235328/?region=CN&mid=6847357133185731341&u_code=0&titleType=title,25.00% 女,奥兰小红帽干红葡萄酒750ml*2瓶套,¥78.00,1.00%,3.2万,1.9万,5.59%,11,11,她说 - 林俊杰
106,#护肤 #宝妈 #副业 #创业 #带娃创业,11,0,1,王者悠缘,"1,183","3,382",男 0.00%,https://www.iesdouyin.com/share/video/6851099334679825677/?region=CN&mid=6531640171555719939&u_code=0&titleType=title,100.00% 女,【第二件10】雪纱丝柔妆前隔离霜 自然遮瑕轻薄透丝bb霜 DZ1,¥39.90,1.00%,6.7万,6.7万,7.67%,57,57,不仅仅是喜欢 - 孙语赛、萧全
107,"创业是条不归路,跌倒了,再爬起来继续前行,每一次都有不一样的体验和经历,现在的你在哪里奔波#我要上热门",1,0,0,蚝团长,195,325,男 %,https://www.iesdouyin.com/share/video/6851282764445142280/?region=CN&mid=6851282612980304647&u_code=0&titleType=title,% 女,【第二件10】雪纱丝柔妆前隔离霜 自然遮瑕轻薄透丝bb霜 DZ1,¥39.90,1.00%,6.7万,6.7万,7.67%,57,57,夏天的风 - Uu
108,攀枝花凯特大芒果果肉厚实细腻，喜欢吃吗？#川货dou起来 #乘风破浪的好物 #直播中 #芒果,109,1,7,百果坊水果,35.5w,207.7w,男 33.33%,https://www.iesdouyin.com/share/video/6849634209632357640/?region=CN&mid=6524262375594724110&u_code=0&titleType=title,66.67% 女,【坏果包赔】四川攀枝花凯特芒果3斤5斤/9斤装收到芒果催熟后食用,¥19.90,28.00%,"9,671","7,748",4.31%,169,169,金风吹来的时候 - 郑强
109,学生党必备手机壳只需3.7包邮#手机壳 #手机 #好物推荐 #平价#直播 #717奇妙好物在这里,183,2,5,心悦好物分享,"9,401",1.4w,男 50.00%,https://www.iesdouyin.com/share/video/6850654793258519823/?region=CN&mid=6844113305808669454&u_code=0&titleType=title,50.00% 女,ins可爱女孩适用苹果8plus手机壳7plus男iphone11女5s xr 8p卡通iphonex 6s 6plus xs max套11pro/Max软壳se2,¥4.70,31.10%,11.1万,5.4万,6.81%,119,119,海底 (铃声版) - cococola
